1624134934,АльтерМедика,"[""https:\/\/p0.zoon.ru\/preview\/E1qvxg4XsgZ4Cfo-REbVYw\/160x160x90\/1\/e\/3\/51ece171a0f302c44a000044_5e2afc7b195c2.jpg"",""https:\/\/p1.zoon.ru\/preview\/_fxS-A4L9v7wdsIzrDNICA\/160x160x90\/1\/2\/e\/51ece171a0f302c44a000044_5e2afc7a00545.jpg"",""https:\/\/p1.zoon.ru\/preview\/0WEsLGiQyyjpG4do0X8l2A\/160x160x90\/1\/7\/5\/51ece171a0f302c44a000044_5e2afc71cdeea.jpg"",""https:\/\/p1.zoon.ru\/preview\/d8ANvELFiuKpnxImxXKkVw\/160x160x90\/1\/c\/d\/51ece171a0f302c44a000044_5e2afca8976e0.jpg"",""https:\/\/p2.zoon.ru\/preview\/vk5Vgvtfnq3NRRcL1qQ3dg\/160x160x90\/1\/8\/0\/51ece171a0f302c44a000044_5e2afc60a2379.jpg""]","Медицинские центры, Капельница на дому , Справка в лагерь, ЭКГ на дому","шоссе Энтузиастов, 30, здание «Дом быта», Балашиха",…Врач очень хороший…,2021-19-06 23:35:24
1624134935,Ника Орто,"[""https:\/\/p1.zoon.ru\/preview\/YB7N9LaVcR3vKOunwEnkHw\/160x160x90\/1\/5\/b\/5f73bc4089efad40cb227596_6051ed8ac2f2b.jpg"",""https:\/\/p2.zoon.ru\/preview\/3XCm7nlYS9mtdMVAB_HIcQ\/160x160x90\/1\/9\/0\/5f73bc4089efad40cb227596_6051ed90b369d.jpg"",""https:\/\/p1.zoon.ru\/preview\/-veC1HQisavIp8DnVFOX7w\/160x160x90\/1\/6\/7\/5f73bc4089efad40cb227596_6051ed7ed3dbc.jpg"",""https:\/\/p2.zoon.ru\/preview\/pm8DxI0TpvRZq5uucGdxKw\/160x160x90\/1\/5\/8\/5f73bc4089efad40cb227596_6051ed9c69abf.jpg"",""https:\/\/p2.zoon.ru\/preview\/Cka0qbVJItUADKmCd6BfaQ\/160x160x90\/1\/c\/2\/5f73bc4089efad40cb227596_6051ed96c2320.jpg""]","Медицинские центры, Ортодонтия , Люминиры, Хирургическая стоматология","Москва, к1126, Зеленоград","…Отец профессионал и сын идет по стопам отца, значит это хороший врач…",2021-19-06 23:35:24
1624134937,Mig Dent,"[""https:\/\/p1.zoon.ru\/preview\/-ZVzZ53zxNZaQTI2pR2BLg\/160x160x90\/1\/b\/2\/5c00b92fa24fd975b04024ed_605cac0c897b4.jpg"",""https:\/\/p0.zoon.ru\/preview\/qOFPhYlp7jl6MkDzO584qQ\/160x160x90\/1\/4\/a\/5c00b92fa24fd975b04024ed_6022471315d14.jpg"",""https:\/\/p0.zoon.ru\/preview\/l2Zk7p1o3LU6OXKZoE26tw\/160x160x90\/1\/d\/6\/5c00b92fa24fd975b04024ed_605cac090545a.jpg"",""https:\/\/p2.zoon.ru\/preview\/Z_tS06NUA0_67RrhMbvPKQ\/160x160x90\/1\/e\/4\/5c00b92fa24fd975b04024ed_605cac0c4eb67.jpg"",""https:\/\/p0.zoon.ru\/preview\/xs48U0IAyu6Vy1rpIFXszQ\/160x160x90\/1\/2\/d\/5c00b92fa24fd975b04024ed_605cac0d4bfc8.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Неотложная помощь в стоматологии","м. Медведково, улица Грекова, 11, 1 этаж, Москва","…Врач все объяснил, все рассказал, работал аккуратно, внимательно, то есть само удаление прошло комфортно и безболезненно…",2021-19-06 23:35:25
1624134939,Инвиво,"[""https:\/\/p0.zoon.ru\/preview\/05PFQD9MYTE9G7gyB7zvbA\/160x160x90\/3\/2\/e\/5cb55824142d8b394d367fb7_5dba974319e7a.jpg"",""https:\/\/p0.zoon.ru\/preview\/fmv-C8GasUwuv65BSrzhqw\/160x160x90\/1\/c\/a\/5cb55824142d8b394d367fb7_5eeb2b431977e.jpg"",""https:\/\/p1.zoon.ru\/preview\/Shg4fwZNFXBAf5XRY2MBTQ\/160x160x90\/1\/3\/c\/5cb55824142d8b394d367fb7_5eeb2b516dbfb.jpg"",""https:\/\/p2.zoon.ru\/preview\/tYsnyjrntHzXMukmuyEtzw\/160x160x90\/1\/d\/f\/5cb55824142d8b394d367fb7_5dba974e58db9.jpg"",""https:\/\/p1.zoon.ru\/preview\/7BCBtJ787kb_3oITAVMf0w\/160x160x90\/1\/e\/b\/5cb55824142d8b394d367fb7_5dba97672b7fe.jpg""]","Медицинские центры, Капельница на дому , Справка в лагерь, ЭКГ на дому","микрорайон Центральный, улица Кирова, 15к1, помещение 01, Домодедово","…Врач достаточно опытный, даже без анализа поставил диагноз…",2021-19-06 23:35:26
1624134941,Поликлиника № 1,"[""https:\/\/p0.zoon.ru\/preview\/NQakw6oIW9khdiBHQNukeA\/160x160x90\/1\/1\/4\/57d7140440c0882c298b862f_59b8db7aa348f.jpg"",""https:\/\/p0.zoon.ru\/preview\/L6tt0j3-NN13o2HP21XoxQ\/160x160x90\/1\/7\/4\/57d7140440c0882c298b862f_5bed72a32f111.jpg"",""https:\/\/p1.zoon.ru\/preview\/CypasC6Uq9-8z6JVTUXfrg\/160x160x90\/1\/3\/c\/57d7140440c0882c298b862f_5bed72b864e4c.jpg"",""https:\/\/p2.zoon.ru\/preview\/QVUlgU9qe6AxLYOu1vZEAg\/160x160x90\/1\/b\/a\/57d7140440c0882c298b862f_5bed72b69d7b3.jpg"",""https:\/\/p1.zoon.ru\/preview\/1TlJiXgpFOrLfM7UlfO00w\/160x160x90\/1\/5\/0\/57d7140440c0882c298b862f_5bed72afd4981.jpg""]","Медицинские центры, Стоматология под микроскопом , Вызов медсестры на дом, Многопрофильная клиника","Триумфальная улица, 4, Одинцово","…Выбрали эту поликлинику, потому что живем этажом выше, нам удобно…",2021-19-06 23:35:27
1624134943,Центр косметологии Île de jeunesse,"[""https:\/\/p0.zoon.ru\/preview\/Kv33Uu3H77Rtj4ms967NCA\/160x160x90\/1\/b\/2\/5f86c8bfc4b6b6682f452f70_5fbb67867279e.jpg"",""https:\/\/p2.zoon.ru\/preview\/-UjO0bFB9f48hnDTTkMcKA\/160x160x90\/1\/6\/6\/5f86c8bfc4b6b6682f452f70_5fbb678488c58.jpg"",""https:\/\/p2.zoon.ru\/preview\/sud1gJ_eJxsRd8rVHsvVkg\/160x160x90\/1\/2\/0\/5f86c8bfc4b6b6682f452f70_5fbb6782c08f1.jpg"",""https:\/\/p0.zoon.ru\/preview\/3mgUjOA-R_GZ-nFmy-JCTw\/160x160x90\/1\/6\/f\/5f86c8bfc4b6b6682f452f70_5fbb67826311a.jpg"",""https:\/\/p2.zoon.ru\/preview\/FPKnTAWEK9yyLQevaRrrdw\/160x160x90\/1\/b\/6\/5f86c8bfc4b6b6682f452f70_5fbb6780ca71f.jpg""]","Медицинские центры, Центр красоты и здоровья , Коррекция веса, Косметология","м. Новокузнецкая, Садовническая улица, 5, Москва","Косметолог Василина — это тот специалист, которому можно доверить свою красоту. У меня доверие возникло с первых минут общения — Василина очень чутко и точно определила мои проблемы, с которыми я и пришла. Теперь у меня намечен путь из процедур, и…",2021-19-06 23:35:28
1624134945,West Dental Clinic,"[""https:\/\/p1.zoon.ru\/preview\/JSZK7NOr0AB6qrRGMbhpmQ\/160x160x90\/1\/3\/0\/58c617684879185b7a8b456d_5ff48c08a1f8b.jpg"",""https:\/\/p1.zoon.ru\/preview\/G5gJnksp1zTBExr9_a9aEQ\/160x160x90\/1\/0\/b\/58c617684879185b7a8b456d_6058b7b6857df.jpg"",""https:\/\/p0.zoon.ru\/preview\/g9Kf0brstDsi8AA7PQtRgA\/160x160x90\/1\/0\/d\/58c617684879185b7a8b456d_604249adc8a22.jpg"",""https:\/\/p1.zoon.ru\/preview\/UQzRzA5mBFCsZjUzm_w1Jg\/160x160x90\/1\/1\/d\/58c617684879185b7a8b456d_604a26c7af9e7.jpg"",""https:\/\/p2.zoon.ru\/preview\/vOStq8gF6aimDsa1iqsQ-A\/160x160x90\/1\/7\/f\/58c617684879185b7a8b456d_604c676c39293.jpg""]","Медицинские центры, Стоматология под микроскопом , Базальная имплантация, Эндодонтия","м. Крылатское, Ельнинская улица, 14к2, Москва","…Врач очень понравился, приду еще.",2021-19-06 23:35:29
1624134947,Mig Dent,"[""https:\/\/p0.zoon.ru\/preview\/e3WgZJSxyuJ2OYxKL3wqiQ\/160x160x90\/7\/7\/7\/5f97dd46cb4cbd74ec1dce00_607d8f853f994.jpg"",""https:\/\/p0.zoon.ru\/preview\/KtYEewrZqgyTmAX1jWwOmw\/160x160x90\/1\/4\/6\/5f97dd46cb4cbd74ec1dce00_6082830bf35d0.jpg"",""https:\/\/p0.zoon.ru\/preview\/D30M5NV6PsQ2T07-EIILhQ\/160x160x90\/1\/2\/a\/5f97dd46cb4cbd74ec1dce00_607d8f933d576.jpg"",""https:\/\/p1.zoon.ru\/preview\/w28gRDF7ApIdiHg9igJNIQ\/160x160x90\/1\/3\/b\/5f97dd46cb4cbd74ec1dce00_607d8f902af5a.jpg"",""https:\/\/p0.zoon.ru\/preview\/WWoq1QKXW32kPcqDLwRTSA\/160x160x90\/1\/b\/c\/5f97dd46cb4cbd74ec1dce00_607d8f89871aa.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Неотложная помощь в стоматологии","м. Селигерская, Селигерская улица, 18к4, Москва","…Для меня важно, чтобы врач понимал свои обязанности, не навязывал ничего лишнего и качественно выполнял свою работу…",2021-19-06 23:35:30
1624134949,ЭстеДи,"[""https:\/\/p2.zoon.ru\/preview\/4nwqOVEKVCkJzbUfGTnLqg\/160x160x90\/3\/0\/1\/582a8983bfe87aa4498b4571_60194e4f2db04.jpg"",""https:\/\/p0.zoon.ru\/preview\/oYRlJQcdJnbpVypIVl7v5w\/160x160x90\/1\/9\/d\/582a8983bfe87aa4498b4571_60194e2b79efa.jpg"",""https:\/\/p2.zoon.ru\/preview\/oHlBaR6ZR7Bv7SvmN1tOTQ\/160x160x90\/1\/2\/c\/582a8983bfe87aa4498b4571_60194e448cd58.jpg"",""https:\/\/p0.zoon.ru\/preview\/QYfcjinlTeFD5OWMN5ihCw\/160x160x90\/1\/9\/5\/582a8983bfe87aa4498b4571_60194e405649e.jpg"",""https:\/\/p2.zoon.ru\/preview\/xKQQuFBY2C1yb49ELYCGaw\/160x160x90\/1\/5\/6\/582a8983bfe87aa4498b4571_60194e3a8b27e.jpg""]","Медицинские центры, Капельница на дому , Справка в лагерь, Вызов медсестры на дом","улица Логвиненко, корпус 1515, Зеленоград",…Врач общается вежливо и культурно…,2021-19-06 23:35:31
1624134951,Европейский Центр Стоматологии,"[""https:\/\/p0.zoon.ru\/preview\/VO9_1X0y4lni4rn1HA7Jgw\/160x160x90\/1\/e\/a\/54f3f99a0a8a7f2c2c8b456b_57dfa8ffd29ef.jpg"",""https:\/\/p2.zoon.ru\/preview\/r7sxn3cpJ1XK3v7_itg7mw\/160x160x90\/1\/0\/5\/54f3f99a0a8a7f2c2c8b456b_57dfa8f63f4ed.jpg"",""https:\/\/p2.zoon.ru\/preview\/H169K1Hm7dQn5MRY3JeYnw\/160x160x90\/1\/c\/2\/54f3f99a0a8a7f2c2c8b456b_57dfa8f7839d6.jpg"",""https:\/\/p0.zoon.ru\/preview\/zT-H7npfTWWzlO72XCiQFw\/160x160x90\/1\/5\/e\/54f3f99a0a8a7f2c2c8b456b_57dfa8f7e21aa.jpg"",""https:\/\/p0.zoon.ru\/preview\/apjP-_pOD8XsR-j4dzdlTg\/160x160x90\/1\/7\/6\/54f3f99a0a8a7f2c2c8b456b_57dfa8fea6a9f.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Хирургическая стоматология","м. Мичуринский проспект, Большая Очаковская улица, 5, Москва","…Мне понравилось, что лишних «услуг» не было навязано
Пока все устроило
Благодаря Хаматхановой Айне Абубакаровне больше не стесняюсь своей улыбки…",2021-19-06 23:35:32
1624134953,CMD-Центр молекулярной диагностики,"[""https:\/\/p1.zoon.ru\/preview\/9JfajlYztffQhwjSTdJ3tg\/160x160x90\/1\/e\/a\/5d7f04ea7ef78602f560f45b_60b44849002cf.jpg"",""https:\/\/p1.zoon.ru\/preview\/gwd9FNzPFtO76oatsKkqCg\/160x160x90\/1\/c\/9\/5d7f04ea7ef78602f560f45b_60b44853848f6.jpg"",""https:\/\/p1.zoon.ru\/preview\/Yex56AtCMM-17enRPilZTQ\/160x160x90\/1\/0\/9\/5d7f04ea7ef78602f560f45b_60b45b6b86771.jpg"",""https:\/\/p2.zoon.ru\/preview\/bEvLAoaR6e_j2OmHU_IFSg\/160x160x90\/1\/7\/0\/5d7f04ea7ef78602f560f45b_60b45bb14e7c2.jpg"",""https:\/\/p0.zoon.ru\/preview\/dvKUaDandzQ9JsVfdGigqg\/160x160x90\/1\/5\/2\/5d7f04ea7ef78602f560f45b_60b45bc224134.jpg""]","(МЦ) Медицинские центры, Вызов медсестры на дом , Многопрофильная клиника, Обследование на ЗППП","м. Говорово, Боровское шоссе, 2к7, помещение 6, Москва","…В клинике чисто, есть бахилы на входе.",2021-19-06 23:35:33
1624134955,Клиника доктора Шипкова,"[""https:\/\/p1.zoon.ru\/preview\/1TX2AuGIX91DLCttQUvQfg\/160x160x90\/1\/c\/7\/5a0b6333a24fd95caa12778f_5d96a85a8f27a.jpg"",""https:\/\/p2.zoon.ru\/preview\/_9CTTevxrm4YEffEaVs_Jg\/160x160x90\/1\/e\/2\/5a0b6333a24fd95caa12778f_5fec4566ea46d.jpg"",""https:\/\/p1.zoon.ru\/preview\/fS5ch1QZPakMb2zQ1lEytw\/160x160x90\/1\/7\/0\/5a0b6333a24fd95caa12778f_5d9aeed8c2f58.jpg"",""https:\/\/p0.zoon.ru\/preview\/v6npfMKCefmk8mb6UP-lpw\/160x160x90\/1\/c\/8\/5a0b6333a24fd95caa12778f_5feb2763a9953.jpg"",""https:\/\/p2.zoon.ru\/preview\/DmOed0Jvph1JuM3KDGolMA\/160x160x90\/1\/9\/c\/5a0b6333a24fd95caa12778f_5d96ad5579206.jpg""]","Частная поликлиника, Стоматология под микроскопом , Эндодонтия, Ортодонтия","м. Проспект Мира, Протопоповский переулок, 17с3, Москва","…Тянула, сколько было сил, а потом шла в клинику как на каторгу…",2021-19-06 23:35:34
1624134957,Стоматологическая клиника ПрофиДентист,"[""https:\/\/p2.zoon.ru\/preview\/50tPMC35dQf_ntcpO25ebw\/160x160x90\/1\/b\/d\/5d38f73cea08b6189e19dfa8_5d837efda5def.jpg"",""https:\/\/p1.zoon.ru\/preview\/xX3qRr4i8mtA_c_kcsgulQ\/160x160x90\/1\/0\/f\/5d38f73cea08b6189e19dfa8_5d837efa6a5de.jpg"",""https:\/\/p1.zoon.ru\/preview\/qcYV1fN2xhmedhHqSyY9NA\/160x160x90\/1\/9\/2\/5d38f73cea08b6189e19dfa8_5d837ef30ef2a.jpg"",""https:\/\/p1.zoon.ru\/preview\/md7LbEHKf5SvXoCeVeD8Mg\/160x160x90\/1\/d\/d\/5d38f73cea08b6189e19dfa8_5d837ef5d25b8.jpg"",""https:\/\/p2.zoon.ru\/preview\/qvFOBEuBiuoGhWmRNksqxQ\/160x160x90\/1\/4\/8\/5d38f73cea08b6189e19dfa8_5d837ef5a30f2.jpg""]","Медклиника, Эндодонтия , Ортодонтия, Люминиры","м. Рассказовка, Москва, 1-й микрорайон, 23д, 2 этаж, пом.8, Московский",…Мне понравился врач…,2021-19-06 23:35:35
